Title,Description,Issue ID,URL,State,Author,Author Username,Assignee,Assignee Username,Confidential,Locked,Due Date,Created At (UTC),Updated At (UTC),Closed At (UTC),Milestone,Weight,Labels,Time Estimate,Time Spent
Week 6 | JavaFX Shapes,Follow the lab [instructions](https://gitlab.cecs.anu.edu.au/comp1110/comp1110-labs/blob/main/src/comp1110/lab6/README.md#1-javafx-shapes) to create an arrangement of shapes within a window using JavaFX.,17,https://gitlab.cecs.anu.edu.au/comp1110/comp1110-labs/-/issues/27,Open,Fabian Muehlboeck,u1125208,,,No,No,,25/03/2024 13:56,25/03/2024 13:56,,,,,0,0
